,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
178,AURKA,ESM1,MSANTD3-TMEFF1,MYBL2,MCM2,BRK1,TMPRSS11B,FAM3D,CYP27B1,MCM2,LOC107984568,KIAA1211L,SPINDOC,SMIM10,RNASE4,MICAL2,NDRG2,SLC26A6,RRAGD,RRAGD,LOC107986430,LGI1,ADH4,P3H1,MICAL2,WDHD1,DCBLD1,BDH2,TUBB3,HOXD10,FEN1,TRIP13,FOXO4,PLIN4,PRIM2,EXO1,LOC105378437,MYBL2,KIAA0232,PLEKHA6,CNTFR,SMIM10,WDHD1,LIMK1,NDE1,MMP10,PIF1,SHISA3,RNF2,MYO1B,MYH11,LINC02081,DLG2,LOC102724122,KRT13,ACACB,LNX1-AS2,EPB41L4A,APOBEC3B,CYP4F29P,ANKRD20A5P,KIF2C,LOC105377124,MTFR1L,CCDC12,PGM5,LINC01614,SLC26A6,TUBB3,SSBP2,GSN,SLC27A6,LOC107986430,LGI1,SERPINH1,PGM5,PAK2,XPR1,PDLIM2,MPC1,RIPK2,WDR54,FEN1,LOC107984567,NUCB2,MFAP2,PRIM2,CCDC12,C1QTNF7,TUBB3,KIF23,CENPL,NOSTRIN,SMIM10,ACOX2,ALDH9A1,MMP13,HAUS8,RAD51AP1,CKS1B
179,TMEM132A,DTL,HOXC8,MYOC,BMS1P18,CCDC12,COLGALT1,ATP13A3,ADH4,SOX11,PSMC3IP,EPB41L4A,RAF1,LNX1-AS2,C1QTNF6,PLXNA1,KIF2C,LOC107985664,DCBLD1,CIPC,CNTFR,SOD3,EXO1,ADCYAP1R1,CKAP2L,NCAPH,XPR1,SNX10,LOC105378437,CCDC12,RUVBL1,PGM5-AS1,TNMD,RMND5B,PAIP2B,RAD51AP1,RORC,SLC27A6,PPEF1,METTL7A,GRIK3,SELENBP1,LOC105379051,LOC105369212,MAGI1,MGLL,HLF,LOC105370786,MELK,MAL,LDHD,HOXC8,FGF10-AS1,RFC4,MMS22L,LOC102724122,RECK,ATP13A3,RECK,GRIK3,LMOD1,PAK2,SPAG5,PLCXD3,KNTC1,FSCN1,BMS1P18,MTBP,TIMELESS,RPL32,IL4I1,NEMP1,SERPINH1,NUCB2,WDR66,MTBP,CCDC12,METTL7A,CKAP2L,SRSF5,BMS1P17,LOC107984567,PAIP2B,SNX10,ACADVL,WDHD1,CYP4F29P,XKR4,PLXNA1,LOC100505918,CKAP2L,GPX3,PAK2,APOBEC3B,LMOD1,NCOA1,SORT1,GRIN2D,TMC7,KRT222
180,CNTFR,PLPP3,PLK1,LOC107984567,LOC107984410,CGAS,P3H1,RSPO1,NDC80,HSD17B4,NR3C2,C18orf54,MMRN1,TMEM252,EXO1,HOTAIR,NDNF,CCDC12,TMEM138,LRRN4CL,METTL7A,MAL,RNASE4,EIF2AK2,MTBP,CD276,NCAPH,WDHD1,DLEU7,ACADVL,MYOSLID,CDCA5,RNASE4,SORCS1,SLC16A7,CNTFR,ZNF536,GGT6,EZH1,CSMD2,KIF2C,RORC,STIL,ITPR3,SRSF5,RMND5B,MYBL2,LDHD,PLK1,PLEKHA6,MMP13,DCBLD1,TMPRSS11B,SRSF5,TMEM26,DLEU7,MTFR1L,ABHD14B,MAGI1,LOC105374749,DLG2,TRIP13,NDE1,LMOD1,HMGA2,TNMD,WDR54,MB21D2,PGM5,LMOD1,GRIN2D,PLEKHA6,ITPR3,PMEPA1,CHRDL1,HOXC8,CYP4F12,ACADVL,CPEB3,CENPI,CHST2,CYP4F12,ADA,NDNF,C18orf54,TUBB3,MIR4435-2HG,VAV2,RORC,DLEU1-AS1,CDK6,KIF23,CIP2A,KRT4,TTBK1,MAL,MOGAT1,TMEM26,C14orf180,MYOSLID
181,CPEB3,LINC02081,PPP1R3C,SORCS1,UBL3,LOC100129940,PLCXD3,BRCA2,WDHD1,ABCA10,UHRF1,LOC105379070,USP19,ITPR3,MPC1,SELENBP1,CIP2A,ACOX2,FAM219B,SELENBP1,MGLL,FAXDC2,PLEKHA6,C2orf27A,LOC105377124,WDR66,GORASP1,SORCS1,MGLL,HMGA2,DCBLD1,ZDHHC15,HMGCS2,EMC3,SPINDOC,SHCBP1,INMT,ACOX2,VAV2,DNMT1,ALDH9A1,NTRK3,LGI1,CDC20,ACADVL,LOC105373265,HJURP,RELN,ACACB,CDC6,SORCS1,SELENBP1,ACACB,MYOC,PLK1,EPB41L4A-AS2,XPR1,CTHRC1,SPINDOC,PLPP3,SRPK2,GRIN2D,MMRN1,TMEM138,SNX9,HOXC9,UHRF1,PLCXD3,RPS13,EPB41L4A,MGLL,CDC25B,LINC00908,ALDH9A1,MCM2,NDNF,ARHGEF10L,LOC100505918,LOC107984568,LRRN4CL,MAMDC2,CYP4F29P,PLXNA1,LOC102724122,C1QTNF7,PRX,MICAL2,NDNF,KNTC1,LOC105374009,SHCBP1,PLIN1,QARS,MPC1,XKR4,ZNF281,EIF2AK2,TK1,PRX,BIRC5
182,C1QTNF7,UHRF1,PLPP3,MPC1,HOXC8,ST6GALNAC6,CDC25B,ANKRD20A11P,EZH1,AATF,BMS1P18,MYO10,RPL32,GSN,SMIM10,SNX9,PLIN1,UBL3,ATP13A3,LOC107984567,ESM1,LOC101929532,FEN1,ACACB,MGLL,SORCS1,NEMP1,MFAP4,SSBP2,VAV2,AIF1L,LOC107984568,SOX11,KRT4,LOC107985664,PKMYT1,KNTC1,CYP4F12,SUCLG2,EME1,NDRG2,C1QTNF6,PGM5-AS1,ZNF536,FLNA,HOXC11,DLEU7,SORT1,CTHRC1,ALDH9A1,CHEK1,MINPP1,SHCBP1,ACOX1,C2orf40,MFAP2,RSPO1,RPL32,CDC25B,KCNT2,P3H1,KNTC1,WDR66,PIF1,LOC107986780,LMOD1,RELN,HMGA2,LINC02081,RPL14,ADCYAP1R1,AURKA,LOC107984512,MICAL2,WDR54,ZNF281,SUMF1,KIF2C,SHCBP1,CENPL,KIF14,ACACB,YEATS2,MYOC,HSD17B4,ACADVL,FGD6,RAD21,FGF10-AS1,CRNN,NDC80,KIF26B-AS1,FAM189A2,KIF18A,YEATS2,CDCA5,ANKRD20A11P,MOGAT1,LOC102724122,MYOC
183,NFIA,HMGA2,PDLIM2,ADH4,RPL32,MTFR1L,UHRF1,SLC26A6,NEMP1,VAV2,MMP9,MMRN1,LINC01839,STIL,NRXN1,SOX11,NR3C2,LINC01839,LOC110091776,RPL32,LOC107985664,USB1,RFC4,LOC105379051,PRR11,UBL3,LINC02487,HLF,SRPK2,KIF26B-AS1,MYOC,KIF4A,MPC1,SCP2,BMS1P18,TMEM26,LOC105377124,TMEM132A,TMPRSS11B,LOC105370786,CPEB3,MTBP,SMIM10,PLOD3,PRX,CYP27B1,KAT2B,TTYH3,BMX,RAD51AP1,PLXNA1,BOC,YWHAH,LOC105374749,FEN1,KRT13,MYOC,MTFR1L,KRT13,SNX10,ITPR3,GSN,NDRG2,ZNF281,BOC,CDC45,LOC101928140,ANGPTL1,NDE1,PAIP2B,MYBL2,BMX,NR3C2,DLG2,ACOX2,QARS,SORCS1,SORT1,RAD51AP1,SMIM10,GGT6,LOC107984832,P3H1,CDC20,SEMA3G,FAM3D,CKAP2L,CDK6,IGF2BP2,NCAPH,PLXNA1,CYP4B1,RECK,WDR54,IL17RC,MMRN1,CPEB3,LMOD1,RFC4,CDC25B
184,RIPK2,ANKRD20A5P,SLC26A6,PRX,HMGA2,EPB41L4A,CPEB3,KNTC1,NDNF,RSPO1,IL11RA,ACACB,MYOC,EMC3,RPLP0P2,HOXC8,AR,KRT13,LAMB3,XPR1,EPHX2,PLPP3,LDHD,MAZ,UHRF1,LINC01614,RMND5B,VAV2,RMND5B,MAGI1,BMX,XPR1,PAIP2B,MAMDC2,CENPL,MYBL2,ACOX2,TMEM252,ACOX2,UHRF1,PRKDC,SOX11,SERPINH1,LOC105377124,CPEB3,DNMT3B,RPL32,KAT2B,HOXD11,ITGAV,PPP1R3C,TMEM252,EPB41L4A-AS2,CYP27B1,RAD21,IL34,PAK2,HOXC9,CD276,LSM12,UBL3,DTL,PAK2,PLK1,RECK,MINPP1,TNMD,PDLIM2,HOXD10,WDR66,PLEKHA6,MMP14,TMEM252,MYO10,SHCBP1,ACACB,LINC02081,CGNL1,SMIM10,LOC105370756,CD276,SMIM10,LINC01614,IL17RC,LRRTM1,MAGI1,MINPP1,CNTFR,CHEK1,SELENBP1,METTL7A,TMEM26,NETO2,RSPO1,C2orf40,CIPC,ZNF536,CKAP2L,CPEB3,MICAL2
185,HOTAIR,KIAA0232,IL17RC,PGM5,R3HDM1,YEATS2,SSBP2,DNMT1,WDR54,XPR1,ARHGEF10L,EFTUD2,LOC105377124,ARHGEF10L,FOXO4,LGI1,SNX9,MAL,AR,WDR54,LINC01839,E2F3,MTFR1L,PGM5-AS1,EXO1,PLCXD3,CDC25B,RPS25,CDCA5,EXO1,ADAR,CCDC12,BMS1P18,HMGCS2,XPNPEP2,LINC01614,PAK2,LOC107984568,LDHD,MGLL,SERPINH1,HOXC8,C14orf180,CD80,SELENBP1,MTBP,USB1,YEATS2,CD276,NDNF,IGF2BP2,PGM5-AS1,CYP4B1,E2F3,BMX,SLC27A6,PRKDC,SOD3,MYOC,NOSTRIN,COLGALT1,RNF2,RAD21,C14orf180,E2F7,VAV2,GSN,SPINDOC,PAIP2B,TRIP13,LNX1-AS2,TNFRSF12A,LOC107984410,RFC4,MTFR1L,CENPI,RPL32,C1QTNF7,SRPK2,C14orf180,GPT2,ATIC,MYBL2,AGFG2,PLK1,RUVBL1,CDC6,ACADVL,PGM5P4,GYS2,GRIN2D,XPR1,MCM2,LOC107984568,NR3C2,TMPRSS11B,ARHGEF10L,PRX,CCDC12,LGI1
186,KIF14,PSMC3IP,CYP4F35P,FEN1,CADM3-AS1,NCAPH,GPT,ECT2,CCDC12,MYBL2,MGLL,SLC27A6,NOP53,SNX10,ABCA10,SRSF5,GRIN2D,CKAP2L,MIR4435-2HG,MAGI1,EFTUD2,TREM2,CYP27B1,ECT2,KNTC1,XCL1,GRIN2D,GTSE1,LOC107984425,MGLL,MMP13,NDC80,NDRG2,CENPL,MELK,AGFG2,LOC107986780,ATP13A3,METTL7A,CPEB3,RIPK2,VAV2,LOC105369212,LOC107986430,HMGA2,CTTNBP2,PARD3B,LEPR,PLPP3,SPINDOC,HSD17B4,KIF4A,HOXD10,GGT6,UBE2Z,MYO10,ADAR,PRX,STRADB,PLXNA1,DTL,MUC21,R3HDM1,WDR54,GSN,LIMK1,C6,R3HDM1,LGI1,RFX8,CDC45,RRAGD,NDE1,SORCS1,PSMC3IP,MAD2L1,C1QTNF7,COL5A2,SNX10,VAV2,ECT2,ADH4,LOC102724122,ITPR3,ACAT1,LOC105378437,KIF2C,PDCD4,SLC26A6,LOC107984567,KNTC1,KRT13,XPNPEP2,ELF4,GBP6,EPB41L4A,LOC105378437,MGST2,ANKRD20A5P,KIF23
187,BMX,PLEKHA6,NRXN1,GRIN2D,MMRN1,CDC6,LOC107984568,NR3C2,CRYBG3,LOC105375469,RMND5B,MIR4435-2HG,KRT13,SORCS1,IL17RC,TMEM252,TMEM252,IL17RC,LOC105376405,CHEK1,BMS1P17,MTBP,ZNF200,LOC105374009,ECT2,TMEM158,LRRK2,BUB1,PLCXD3,NOP53,FGF10-AS1,CGNL1,HMGA2,C1QTNF7,MAGI1,LOC105375825,ITPR3,FAM189A2,RSPO1,SELENBP1,MTHFD1L,MGLL,QARS,FOXO4,GRIK3,SRSF5,BOC,PLK1,RAF1,RPL32,SERPINH1,OSR1,CIPC,LINC01614,ACOX2,HAUS8,RUVBL1,SERPINH1,EPB41L4A,HOXD10,EZH1,UHRF1,CTTNBP2,CNTFR,MTFR1L,HOTAIR,EMC3,GPT2,ATP5PO,DTL,DCBLD1,ACADVL,RMND5B,LINC00330,SEMA3G,CDC20,SPINDOC,EZH1,KRT13,HSD17B4,XCL1,MICAL2,TUBB3,LOC107984568,ADH4,XKR4,ACOX1,KRT4,ACOX2,SHCBP1,P3H1,EPB41L4A-AS2,PAIP2B,CIP2A,FEN1,LINC01614,ADAMTS6,TUSC5,DLG2,HOXC9
188,E2F3,RPS13,CPEB3,MSANTD3,CGNL1,DLG2,KIF14,ABCA10,CPEB3,LOC107985664,MIR4435-2HG,E2F7,C14orf180,COLGALT1,ACADVL,RRAGD,CDC25B,KIF23,GPT,ADCYAP1R1,MTHFD1L,WDR66,PARD3B,MMRN1,EZH1,QARS,SELENBP1,TMEM26,LOC101929043,KAT2B,MSANTD3-TMEFF1,FEN1,KNL1,FAM91A1,IGF2BP2,LMOD1,TMEM252,PLPP3,STIL,PARD3B,GSN,E2F3,KIF18A,TMEM132A,RNASE4,SERPINH1,CENPL,ATP13A3,ALDH9A1,MTBP,LGI1,LOC105374749,LOC100129940,ZNF200,SEMA3G,PLCXD3,BMS1P18,ADAR,GRIK3,LOC105375821,MICAL2,LOC101929043,SNX10,BUB1,CADM3-AS1,C14orf180,PLPP3,PARD3B,RAF1,FEN1,LOC110091776,FAM189A2,HOXD11,IGF2BP2,BDH2,LOC107984410,RNASE4,TMEM252,MIR4435-2HG,NCAPH,CGAS,LOC107986113,MCM2,BMS1P18,SOX11,TMEM252,NETO2,LINC01839,CPEB3,FAM3D,RPL32,IL17RC,ANLN,MTFR1L,SSBP2,FGF10-AS1,LOC102724122,SORT1,KIF2C,WDR54
189,METTL7A,PARD3B,GRIN2D,SUCLG2,MYZAP,NETO2,CYP27B1,SUCLG2,KCNT2,SORT1,PAK2,GRIK3,FGF10,ADAM33,CGNL1,CYP4F29P,SNX10,VAV2,IGF2BP2,TMEM138,MYZAP,CDC25B,SLC27A6,LRRN4CL,C2orf40,EME1,TMEM138,CADM3-AS1,EPHX2,TMEM252,LOC102724122,TNMD,MSANTD3-TMEFF1,ARHGEF10L,LINC01839,MTFR1L,NDE1,LOC105370786,HOTAIR,RORC,LOC105376074,PLCXD3,ZNF540,CGNL1,LIMK1,RNF2,MYZAP,CENPO,CYP4F29P,VAV2,CYP27B1,MAL,HJURP,MYZAP,LOC105370997,PLEKHA6,BDH2,CTTNBP2,TPBG,EMP1,LOC105377124,MYBL2,LGI1,RHEBL1,LMOD1,PLPP3,RNASE4,HOXC8,AGFG2,LOC101927516,IL11RA,SEMA3G,IL17RC,MMP13,LOC107984425,WDR54,LIMK1,EIF5A2,NOP53,NR3C2,RAD51AP1,LOC105376081,ADH4,LRRN4CL,CADM3-AS1,HOXC8,ABHD14B,SPINDOC,SMIM10,LMOD1,CPEB3,KIF18A,FOXO4,ESM1,LOC102724122,ANGPTL1,RPS13,LOC107984568,ESM1,LOC105376126
190,RUVBL1,SORT1,MSANTD3,ACOX2,CDCA5,TMEM252,E2F3,CAPN5,KIF23,LOC107987259,ADAR,ACADVL,CPEB3,FEN1,ZDHHC15,CPEB3,SRSF5,PDE1A,ADAM33,PLXNA1,WDHD1,DCBLD1,SORT1,KRT4,GNA12,MTHFD1L,SPINDOC,HMGA2,BMS1P17,ECHDC2,MTBP,NDNF,ABHD14B,MYOSLID,BMS1P17,HMGA2,MAMDC2,SERPINH1,CD276,PLK1,PLIN4,EIF5A2,PSMC3IP,SNX10,MAL,STRADB,PLK1,ABHD14B,MAGI1,TMEM252,ZNF281,TRIP13,MAL,PDLIM2,NEMP1,FGF10-AS1,STIL,SORCS1,UTP4,ATP2C1,CKS2,SHCBP1,LOC105378437,KIAA1211L,MSANTD3-TMEFF1,TUBB,NOP53,MSANTD3,NCAPH,SORCS1,RAF1,YEATS2,FUT6,LOC112268153,LIMK1,BIRC5,IL17RC,GRIN2D,SOD3,CGNL1,ACOX1,SORCS1,ANKRD20A11P,BMS1P17,AR,ST6GALNAC6,VAV2,CENPL,GNA12,LINC00330,TMEM138,ADAMTS12,ZNF281,BUB1,ACADL,EIF2AK2,LINC02487,RAD51,SPINDOC,METTL7A
191,RNF2,MSANTD3-TMEFF1,SMIM10,TUBB3,MAL,LOC105370786,ACADVL,RAD21,VMP1,DNMT1,RNASE4,RPL32,FOXO4,RNASE4,LINC01929,QARS,SMIM10,C1QTNF7,LOC107984568,OTC,E2F1,ACOX2,PRIM2,CKS2,AURKA,RRAGD,PLPP3,GPT2,PPARG,PIF1,BOC,SMIM10,GPX3,RELN,MFAP4,NOSTRIN,BLOC1S1,NDE1,EXO1,MCM2,PGM5,ZNF626,FAM91A1,UBL3,NCOA1,UHRF1,SORT1,CYP4B1,ACADVL,ZNF281,PLK1,LOC105379051,LOC107985664,TPCN1,EPB41L4A,XPR1,SSBP2,SRSF5,TNFRSF9,HOXC9,CCDC12,FOXO4,AURKA,PPARG,KCNT2,MYOSLID,IL11RA,PLEKHA6,MFAP2,SNX10,KIF23,SMIM10,LOC110091776,LDHD,LOC107984410,IKBIP,MAL,ADAMTS6,MTBP,PRELID3A,ABCA10,HMGA2,CYP4F12,PLK1,DTL,PLXNA1,CRYL1,NDE1,PDPN,GSN,MMS22L,ANGPTL1,RAD21,SELENBP1,TMEM252,MYBL2,XPR1,SH3BGRL2,HMGA2,IQCJ-SCHIP1
192,DCBLD1,SRSF5,YEATS2,C1QTNF7,FGF10-AS1,MCM10,C2orf40,LOC107985664,SSBP2,ALDH9A1,BMS1P17,PLIN1,LOC107984611,PKMYT1,R3HDM1,ATP13A3,ANKRD20A5P,MGLL,KIAA0232,LOC105379031,LOC105376126,LOC105378437,NDRG2,MTBP,FAM219B,FGF10-AS1,C2orf40,LGI1,LCAL1,MELK,NFIA,AIF1L,DEPDC1B,HMGA2,FEN1,MAGI1,HLF,DCBLD1,TNMD,LOC105377124,SUCLG2,PSMC3IP,MGLL,MTBP,ANKRD20A11P,CDC25B,NR3C2,MSANTD3-TMEFF1,CDC25B,ANKRD20A5P,FGF10-AS1,KIF2C,PLIN1,E2F7,QARS,CKAP2L,METTL7A,CENPL,SELENBP1,NOP53,SCP2,EZH1,XPR1,ZNF540,DLEU7,CKAP2L,LMOD1,C12orf75,SORT1,PLPP3,PDLIM2,KRT4,EPHX2,IL17RC,EMC3,C2orf40,SMIM10,IGF2BP2,PLXNA1,ACOX2,ALDH9A1,RAD51AP1,CD276,PIF1,SORCS1,QARS,SMIM10,LOC100505918,E2F3,CD276,NETO2,PGM5,CKAP2L,RAD21,SERPINH1,BOC,MPP7,BOC,DNMT3B,FEN1
193,USP19,SLC19A1,ADGRB3,MYOSLID,UBE2C,SRSF5,PPP1R3C,ZNF200,RSPO1,IL17RC,PDE2A,ALDH9A1,EIF2AK2,UHRF1,LINC02081,PPARG,MAL,TMEM132A,MAMDC2,LOC107984410,PSMC3IP,EIF2AK2,PLXNA1,MYZAP,PRIM2,GRIK3,HOTAIR,PAK2,BMS1P18,FBXO5,MICAL2,DCBLD1,DELE1,LGI1,ALG3,MMRN1,MGLL,CDC20,LOC107987259,MUC21,LOC107984567,TNFRSF12A,LOC105370756,HSD17B4,IBSP,MYOCD,MTBP,EXO1,MGLL,CENPL,LOC107984567,MFAP2,SERPINH1,XCL1,DNAH17,AATF,PMEPA1,MYZAP,ZNF281,LINC01614,RPL32,BDH2,CDK2,PGM5-AS1,UBL3,PLXNA1,YEATS2,MSANTD3-TMEFF1,TCP11L2,SHCBP1,ADAM33,WDHD1,SHCBP1,ATP5PO,PRX,MAGI1,MTHFD1L,PTHLH,STIL,MICAL2,HOMER3,CRNN,SPINDOC,AATF,LDHD,P3H1,LDHD,KRT13,TNMD,COL13A1,SEMA3G,BDH2,R3HDM1,ACOX2,CYP4F29P,SLC26A6,IBSP,ARHGAP10,RMND5B,COLGALT1
194,KIF2C,MGLL,EPHX2,FOXO4,TMEM138,ARHGEF10L,LOC107985909,STIL,LOC105378437,LOC105376126,GYS2,CYP4F35P,PAIP2B,TMEM26,LOC105375469,NDRG2,STIL,LOC107984567,MUC21,PAK2,CHRDL1,HMGA2,TMEM138,ARHGEF10L,ANGPTL1,CDC25B,EMP1,MMP13,AGFG2,RELN,MUC21,CDC25B,MYBL2,CGAS,NDNF,SCP2,BOC,LINC02487,TMEM252,GPT2,AURKA,NDNF,CDC25B,MMRN1,COL13A1,NDNF,SRSF5,NR3C2,YEATS2,IKBIP,AR,ACOX3,BOC,KIF4A,PDE1A,LOC105379051,LOC105376126,DLG2,RAD21,MGLL,ACOX2,ANKRD20A11P,ATIC,BMX,RPS13,GRIK3,CD276,SH2D5,SMIM10,COL4A5,YEATS2,ADH4,SORT1,ECHS1,DNAH17,MYOC,BOC,TMEM138,EIF3L,FUT6,PDCD4,IGF2BP2,FAM3B,CDC25B,SHCBP1,PPARG,HMGA2,C2orf40,SELENBP1,PRELID3A,EME1,DLG2,SERPINH1,NR3C2,NETO2,TPBG,KIF26B-AS1,MSANTD3,ECT2,AUNIP
195,RAF1,BMX,BUB1,EPB41L4A,CYP4F35P,C14orf180,CNTFR,SORT1,SOD3,LRRN4CL,UBL3,WDR54,LOC105377911,EXO1,SEMA3G,PGM5,GSN,NCAPH,HSD17B4,MICAL2,LOC105379051,NDC80,WDR66,RECK,GPR176,EIF2AK2,MYBL2,RNF2,GFRA1,ANLN,ATP6V1C1,HSD17B4,AATF,PLCXD3,TMEM138,KIF18A,MAML3,STIL,NDNF,MMRN1,LINC01614,LINC01614,IL11RA,SCP2,CYP4F35P,KRT13,LOXL2,NOP53,SPINDOC,CIP2A,CKAP2L,LRRN4CL,KIF18A,TMEM252,HLF,RNASE4,ACOX2,MFAP2,SNX10,HLF,MSANTD3-TMEFF1,AATF,MYOC,LRRN4CL,SOD3,PKMYT1,PLXNA1,RUVBL1,PLCXD3,C2orf40,TUBB3,RAD51AP1,FGF10-AS1,PPP1R3C,ESM1,MELK,MELK,SPINDOC,MICAL2,CYP4F12,FAM189A2,TRPV6,SLC27A6,SORCS1,ESM1,SNX9,TMEM132A,C14orf180,FEN1,RORC,E2F1,ZDHHC15,MGLL,NDC80,LOC107987259,ADAMTS12,C2orf40,FAM219B,NDNF,SHCBP1
196,PIF1,ADAMTS6,C2orf40,SHCBP1,CENPL,BMX,LRRN4CL,CYP4F29P,PRR11,MSANTD3,TNFRSF12A,LOC107984567,PLK1,SNAI2,DTL,SLC27A6,BMX,LOC105374749,MYO1B,LMOD1,PLPP3,ATP6V1C1,NDNF,LOC102724122,ACADVL,ADH4,EZH1,ARHGEF10L,NOP53,BUB1,MCM2,TTYH3,WDHD1,GSN,MYBL2,PRR11,CCDC12,GPT,MUC21,RETSAT,CD276,CCDC12,ADAMTS12,CDCA5,PPARG,LINC01839,SSBP2,EIF2AK2,HOTAIR,ACOX1,R3HDM1,AATF,GRIK3,NOP53,UNC13B,DCBLD1,SPINDOC,NR3C2,TMPRSS11B,PRIM2,CDC6,PDE2A,TUBB3,C12orf75,ITPR3,RNASE4,KIF2C,EPB41L4A,CKAP2L,KHDC1,DTL,LOC107984567,WDR66,TGFBR3,LOC102723638,AR,MIR4435-2HG,GPT2,CENPL,PLXNA1,LOC105378437,PLCXD3,STK39,ANKRD20A11P,LOC102724122,MUC21,FGF10-AS1,PAIP2B,HOXC9,WDR66,MFAP2,GFRA1,PKMYT1,TMEM252,P3H1,LOC100129940,CDC6,LOC105376405,PARD3B,YEATS2
197,RMND5B,TMEM138,MMP13,MAGI1,LOC105378437,CKAP2L,AR,IGF2BP2,KRT222,AGFG2,LINC01839,NCAPH,DLG2,PLEKHA6,GRIN2D,NCOA1,LMOD1,MTBP,PDE1A,FEN1,KIAA0232,ZDHHC15,NCAPH,SEMA3G,RMND5B,MSANTD3,EPB41L4A-AS2,FGD6,DTL,LINC01614,RSPO1,WDR66,QARS,CENPA,EPB41L4A-AS2,XPR1,MAD2L1,PHYHD1,FBXO5,UBE2Z,LOC107984410,DEPDC1B,SETMAR,CNTFR,TMPRSS11B,STK3,CDC45,GRIN2D,MMP14,LOC101929752,EXO1,CYP27B1,MELK,AIF1L,LOC102724122,C1QTNF7,PPP1R3C,CPEB3,C2orf40,LOC107984567,C2orf54,RNASE4,DNA2,QARS,NETO2,METTL7A,NDRG2,CRNN,SNAI2,TUBB3,PDHB,PRX,SMIM10,RORC,NFIA,TNMD,IGF2BP2,NCAPH,MSANTD3,CDC20,MMP13,PPARG,NDC80,ALDH9A1,PGM5-AS1,NETO2,MGLL,EIF5A2,MELK,MGST2,CIP2A,PLXNA1,LGI4,PAIP2B,MYBL2,AATF,P3H1,MYZAP,PLEKHA6,HJURP
198,LOC105377124,SUCLG2,ATIC,SMIM10,CTTNBP2,ADAMTS12,NOP53,PDCD4,KIF18A,ITPR3,SEMA3G,TNMD,METTL7A,PLCXD3,NCAPH,NCAPH,LOC110091776,BMX,ADGRB3,MAL,MTFR1L,C1QTNF7,IKBIP,GRIK3,LOC107984425,ESM1,GBP6,LINC01839,RORC,MINDY1,C2orf40,KIAA0232,PGM5-AS1,PLEKHA6,NCAPH,ZNF728,KIF23,NDNF,MCM10,NOSTRIN,ANGPTL1,MAMDC2,SOD3,ATP13A3,CADM3-AS1,CGNL1,PPP1R3C,COLGALT1,SCP2,NDE1,FUT6,RNF2,ALDH9A1,TNFRSF12A,PLPP3,GSN,CADM3-AS1,PAK2,LOC107984567,ITPR3,LIMK1,TMEM26,BOC,CYP27B1,SLC27A6,CHRDL1,LOC101928307,PRX,AURKA,PLXNA1,RAD51AP1,E2F7,P3H1,HCG22,NDE1,SNX10,MMP14,AGFG2,RNF2,MTFR1L,LINC02487,SCN7A,CKAP2L,PRIM2,HOXC8,LOC105374749,PPP1R3C,LOC107984410,ADH4,ARHGEF10L,MTBP,CKS2,MYOSLID,UBE2C,GPT,RAD51AP1,BMS1P17,WDR66,XPNPEP2,BMS1P17
199,PLIN4,SHCBP1,UBL3,SNX9,METTL7A,DCBLD1,TMEM252,LOC110091776,CKAP2,LOC100505918,LOC107984567,C1QTNF7,STIL,MTFR1L,C14orf180,DCBLD1,EIF2AK2,EFTUD2,ST6GALNAC6,LOC101927516,SORT1,MTFR1L,MINPP1,KAT2B,TNMD,PRX,SGO2,XCL1,MAGI1,EPB41L4A,LOC101927516,RUVBL1,LOC105379070,FGF10-AS1,SHCBP1,LRRN4CL,GYS2,POSTN,RORC,KIF18A,SEMA3G,MIR4435-2HG,MCM2,MYO9B,PGM5,WDHD1,FGF14-IT1,WDR66,INMT,CYP4F12,CCDC12,FSCN1,MTFR1L,MGLL,EMP1,TMEM26,MSANTD3-TMEFF1,KCNT2,MICAL2,SLC16A7,TTYH3,CYP4F29P,ZDHHC15,STRADB,EME1,DLEU7,MYOSLID,ADH4,RUVBL1,SLC27A6,IL17RC,KRT13,YEATS2,EIF5A2,FOXO4,MICAL2,NDNF,LOC102723638,LOC105369736,ECT2,HOXD10,FLNA,ATIC,ABHD14B,ARHGEF10L,ADCYAP1R1,HSD17B4,ZNF540,PLCXD3,MAMDC2,PGM5-AS1,ADAM33,PRIM2,CENPI,EXO1,MCM2,PGM5-AS1,MTHFD1L,NETO2,NCAPH
